GamePk,Season,Date,DayNight,AwayTeam,HomeTeam,AwayScore,HomeScore,Venue,Temp,Condition,WindSpeed,WindDir
413936,2015,2015-04-27,night,NYM,MIA,3,1,loanDepot Park,78,Roof Closed,0,None
413937,2015,2015-04-27,night,PHI,STL,4,1,Busch Stadium,62,Partly Cloudy,16,In From CF
413938,2015,2015-04-27,night,PIT,CHC,0,4,Wrigley Field,43,Partly Cloudy,10,L To R
413939,2015,2015-04-27,night,SEA,TEX,3,1,Globe Life Park in Arlington,62,Cloudy,10,L To R
413940,2015,2015-04-27,night,SF,LAD,3,8,Dodger Stadium,75,Clear,6,Out To RF
413941,2015,2015-04-27,night,TB,NYY,1,4,Yankee Stadium,58,Cloudy,5,Out To RF
413942,2015,2015-04-27,night,TOR,BOS,5,6,Fenway Park,49,Cloudy,15,L To R
413943,2015,2015-04-27,night,WSH,ATL,4,8,Turner Field,64,Overcast,11,L To R
413944,2015,2015-04-28,night,LAA,OAK,2,6,O.co Coliseum,59,Partly Cloudy,5,Out To RF
413946,2015,2015-04-28,night,COL,AZ,5,12,Chase Field,89,Clear,5,Varies
413947,2015,2015-04-28,night,DET,MIN,2,3,Target Field,64,Partly Cloudy,9,Out To RF
413948,2015,2015-04-28,night,HOU,SD,14,3,Petco Park,70,Clear,13,L To R
413949,2015,2015-04-28,night,KC,CLE,11,5,Progressive Field,54,Clear,5,L To R
413950,2015,2015-04-28,night,MIL,CIN,2,4,Great American Ball Park,66,Clear,6,Varies
413951,2015,2015-04-28,night,NYM,MIA,3,4,loanDepot Park,74,Roof Closed,0,None
413952,2015,2015-04-28,night,PHI,STL,5,11,Busch Stadium,69,Clear,13,L To R
413953,2015,2015-04-28,night,PIT,CHC,2,6,Wrigley Field,44,Partly Cloudy,6,In From CF
413954,2015,2015-04-28,night,SEA,TEX,2,1,Globe Life Park in Arlington,56,Cloudy,9,L To R
413955,2015,2015-04-28,night,SF,LAD,2,1,Dodger Stadium,86,Clear,7,Varies
413956,2015,2015-04-28,night,TB,NYY,2,4,Yankee Stadium,66,Partly Cloudy,7,Out To RF
413957,2015,2015-04-28,night,TOR,BOS,11,8,Fenway Park,64,Partly Cloudy,18,In From LF
413958,2015,2015-04-28,night,WSH,ATL,13,12,Turner Field,70,Partly Cloudy,7,R To L
413959,2015,2015-04-29,night,LAA,OAK,6,3,O.co Coliseum,61,Clear,6,Out To RF
413960,2015,2015-04-29,day,CWS,BAL,2,8,Oriole Park at Camden Yards,73,Sunny,4,Out To LF
413961,2015,2015-04-29,night,COL,AZ,1,9,Chase Field,92,Clear,5,Varies
413962,2015,2015-04-29,day,DET,MIN,10,7,Target Field,59,Sunny,11,In From LF
413963,2015,2015-04-29,day,HOU,SD,7,2,Petco Park,80,Sunny,5,Varies
413964,2015,2015-04-29,night,KC,CLE,5,7,Progressive Field,55,Clear,4,L To R
413965,2015,2015-04-29,day,MIL,CIN,8,3,Great American Ball Park,66,Sunny,5,Varies
413966,2015,2015-04-29,night,NYM,MIA,3,7,loanDepot Park,72,Roof Closed,0,None
413967,2015,2015-04-29,night,PHI,STL,2,5,Busch Stadium,71,Partly Cloudy,9,In From LF
413968,2015,2015-04-29,night,PIT,CHC,8,1,Wrigley Field,39,Partly Cloudy,12,In From LF
413969,2015,2015-04-29,night,SEA,TEX,5,2,Globe Life Park in Arlington,74,Clear,6,Out To RF
413970,2015,2015-04-29,night,SF,LAD,3,7,Dodger Stadium,83,Partly Cloudy,6,Out To RF
413971,2015,2015-04-29,day,TB,NYY,3,2,Yankee Stadium,70,Sunny,14,In From LF
413972,2015,2015-04-29,night,TOR,BOS,1,4,Fenway Park,51,Cloudy,7,L To R
413973,2015,2015-04-29,night,WSH,ATL,13,4,Turner Field,63,Cloudy,3,L To R
413974,2015,2015-04-30,day,LAA,OAK,6,5,O.co Coliseum,77,Sunny,7,In From LF
413975,2015,2015-04-30,night,CWS,MIN,2,12,Target Field,67,Clear,9,In From CF
413976,2015,2015-04-30,night,CIN,ATL,5,1,Turner Field,71,Clear,15,L To R
413977,2015,2015-04-30,night,DET,KC,1,8,Kauffman Stadium,73,Clear,7,L To R
413978,2015,2015-04-30,day,PHI,STL,3,9,Busch Stadium,69,Sunny,16,In From LF
413979,2015,2015-04-30,night,SEA,HOU,2,3,Daikin Park,80,Clear,5,In From LF
413980,2015,2015-04-30,night,TOR,CLE,5,1,Progressive Field,46,Overcast,7,In From CF
413981,2015,2015-04-30,night,WSH,NYM,8,2,Citi Field,57,Partly Cloudy,13,R To L
413982,2015,2015-05-01,night,LAA,SF,2,3,AT&T Park,59,Clear,11,Out To CF
413983,2015,2015-05-01,night,AZ,LAD,0,8,Dodger Stadium,73,Clear,7,Out To RF
413984,2015,2015-05-01,night,CWS,MIN,0,1,Target Field,66,Partly Cloudy,9,In From RF
413985,2015,2015-05-01,night,CIN,ATL,3,4,Turner Field,66,Clear,11,L To R
413986,2015,2015-05-01,night,COL,SD,3,14,Petco Park,70,Clear,15,L To R
413987,2015,2015-05-01,night,DET,KC,1,4,Kauffman Stadium,72,Partly Cloudy,7,R To L
413988,2015,2015-05-01,day,MIL,CHC,0,1,Wrigley Field,48,Sunny,7,R To L
413989,2015,2015-05-01,night,NYY,BOS,3,2,Fenway Park,44,Cloudy,6,R To L
413990,2015,2015-05-01,night,OAK,TEX,7,5,Globe Life Park in Arlington,78,Clear,8,In From LF
413991,2015,2015-05-01,night,PHI,MIA,3,4,loanDepot Park,81,Partly Cloudy,9,L To R
413992,2015,2015-05-01,night,PIT,STL,1,2,Busch Stadium,70,Clear,2,R To L
413993,2015,2015-05-01,night,SEA,HOU,3,4,Daikin Park,81,Partly Cloudy,1,Varies
413994,2015,2015-05-01,night,TB,BAL,2,0,Tropicana Field,72,Dome,0,None
413995,2015,2015-05-01,night,TOR,CLE,4,9,Progressive Field,55,Clear,7,L To R
413996,2015,2015-05-01,night,WSH,NYM,0,4,Citi Field,53,Cloudy,10,Out To LF
413997,2015,2015-05-02,day,LAA,SF,4,5,AT&T Park,64,Sunny,9,Out To CF
413998,2015,2015-05-02,night,AZ,LAD,4,6,Dodger Stadium,73,Clear,6,Out To CF
413999,2015,2015-05-02,day,CWS,MIN,3,5,Target Field,74,Sunny,8,R To L
414000,2015,2015-05-02,night,CIN,ATL,8,4,Turner Field,74,Partly Cloudy,4,L To R
414001,2015,2015-05-02,night,COL,SD,2,4,Petco Park,68,Partly Cloudy,7,L To R
414002,2015,2015-05-02,night,DET,KC,2,1,Kauffman Stadium,74,Cloudy,12,R To L
414003,2015,2015-05-02,day,MIL,CHC,6,1,Wrigley Field,73,Sunny,5,Out To CF
414004,2015,2015-05-02,day,NYY,BOS,4,2,Fenway Park,46,Partly Cloudy,3,In From CF
414005,2015,2015-05-02,night,OAK,TEX,7,8,Globe Life Park in Arlington,80,Clear,8,Out To LF
414006,2015,2015-05-02,day,PHI,MIA,0,7,loanDepot Park,71,Roof Closed,0,None
414007,2015,2015-05-02,day,PIT,STL,1,2,Busch Stadium,75,Sunny,7,R To L
414008,2015,2015-05-02,night,SEA,HOU,4,11,Daikin Park,79,Partly Cloudy,13,R To L
414009,2015,2015-05-02,night,TB,BAL,0,4,Tropicana Field,72,Dome,0,None
414010,2015,2015-05-02,day,TOR,CLE,11,4,Progressive Field,61,Sunny,3,In From CF
414011,2015,2015-05-02,night,WSH,NYM,1,0,Citi Field,53,Clear,11,Out To LF
414012,2015,2015-05-03,day,LAA,SF,0,5,AT&T Park,59,Partly Cloudy,12,Out To CF
414013,2015,2015-05-03,day,AZ,LAD,0,1,Dodger Stadium,72,Sunny,8,Out To RF
414014,2015,2015-05-03,day,CWS,MIN,3,13,Target Field,76,Partly Cloudy,4,In From RF
414015,2015,2015-05-03,day,CIN,ATL,0,5,Turner Field,74,Partly Cloudy,9,R To L
414016,2015,2015-05-03,day,COL,SD,6,8,Petco Park,67,Partly Cloudy,11,L To R
414017,2015,2015-05-03,day,DET,KC,6,4,Kauffman Stadium,77,Partly Cloudy,13,R To L
414018,2015,2015-05-03,day,MIL,CHC,5,3,Wrigley Field,78,Partly Cloudy,16,Varies
414019,2015,2015-05-03,night,NYY,BOS,8,5,Fenway Park,58,Cloudy,14,Out To LF
414020,2015,2015-05-03,day,OAK,TEX,7,1,Globe Life Park in Arlington,77,Sunny,11,R To L
414021,2015,2015-05-03,day,PHI,MIA,6,2,loanDepot Park,72,Roof Closed,0,None
414022,2015,2015-05-03,day,PIT,STL,2,3,Busch Stadium,82,Sunny,8,Out To CF
414023,2015,2015-05-03,day,SEA,HOU,6,7,Daikin Park,82,Partly Cloudy,9,Out To LF
414024,2015,2015-05-03,day,TB,BAL,2,4,Tropicana Field,72,Dome,0,None
414025,2015,2015-05-03,day,TOR,CLE,7,10,Progressive Field,72,Sunny,6,L To R
414026,2015,2015-05-03,day,WSH,NYM,1,0,Citi Field,73,Sunny,4,Out To LF
414028,2015,2015-05-04,night,CHC,STL,9,10,Busch Stadium,84,Clear,6,Out To LF
414029,2015,2015-05-04,night,LAD,MIL,3,4,Miller Park,71,Roof Closed,0,None
414030,2015,2015-05-04,night,MIA,WSH,4,6,Nationals Park,82,Clear,8,Out To RF
414031,2015,2015-05-04,night,NYY,TOR,1,3,Rogers Centre,68,Roof Closed,0,None
414032,2015,2015-05-04,night,OAK,MIN,7,8,Target Field,71,Partly Cloudy,7,In From LF
414033,2015,2015-05-04,night,PHI,ATL,5,2,Turner Field,78,Partly Cloudy,7,R To L
414034,2015,2015-05-04,night,SD,SF,0,2,AT&T Park,55,Cloudy,14,Out To CF
414035,2015,2015-05-04,night,SEA,LAA,3,2,Angel Stadium of Anaheim,64,Clear,8,Out To CF
414036,2015,2015-05-04,night,TB,BOS,5,1,Fenway Park,78,Partly Cloudy,23,Out To LF
414037,2015,2015-05-04,night,TEX,HOU,2,1,Daikin Park,77,Partly Cloudy,14,Out To LF
414039,2015,2015-05-05,night,BAL,NYM,2,3,Citi Field,70,Cloudy,15,Out To LF
414040,2015,2015-05-05,night,CHC,STL,4,7,Busch Stadium,82,Partly Cloudy,5,Out To LF
414041,2015,2015-05-05,night,CIN,PIT,7,1,PNC Park,73,Partly Cloudy,7,In From RF
414042,2015,2015-05-05,night,CLE,KC,3,5,Kauffman Stadium,73,Cloudy,8,R To L
414043,2015,2015-05-05,night,DET,CWS,2,5,U.S. Cellular Field,53,Overcast,11,L To R
414044,2015,2015-05-05,night,LAD,MIL,8,2,Miller Park,68,Roof Closed,0,None
414045,2015,2015-05-05,night,MIA,WSH,2,1,Nationals Park,70,Cloudy,14,Out To RF
414046,2015,2015-05-05,night,NYY,TOR,6,3,Rogers Centre,68,Roof Closed,0,None
414047,2015,2015-05-05,night,OAK,MIN,2,1,Target Field,67,Cloudy,16,R To L
414048,2015,2015-05-05,night,PHI,ATL,0,9,Turner Field,78,Partly Cloudy,12,R To L
414049,2015,2015-05-05,night,SD,SF,0,6,AT&T Park,57,Partly Cloudy,16,Out To CF
414050,2015,2015-05-05,night,SEA,LAA,4,5,Angel Stadium of Anaheim,64,Partly Cloudy,8,R To L
414051,2015,2015-05-05,night,TB,BOS,0,2,Fenway Park,57,Cloudy,13,In From RF
414052,2015,2015-05-05,night,TEX,HOU,7,1,Daikin Park,73,Roof Closed,0,None
414038,2015,2015-05-06,day,AZ,COL,5,1,Coors Field,63,Cloudy,3,L To R
414053,2015,2015-05-06,day,AZ,COL,13,7,Coors Field,61,Cloudy,10,Out To LF
414054,2015,2015-05-06,night,BAL,NYM,1,5,Citi Field,63,Partly Cloudy,10,In From RF
414055,2015,2015-05-06,night,CHC,STL,6,5,Busch Stadium,83,Clear,12,Out To LF
414056,2015,2015-05-06,night,CIN,PIT,3,0,PNC Park,81,Partly Cloudy,8,Out To CF
414057,2015,2015-05-06,night,CLE,KC,10,3,Kauffman Stadium,74,Clear,11,R To L
414058,2015,2015-05-06,night,DET,CWS,6,7,U.S. Cellular Field,61,Clear,8,L To R
414059,2015,2015-05-06,night,LAD,MIL,3,6,Miller Park,68,Roof Closed,0,None
414060,2015,2015-05-06,day,MIA,WSH,5,7,Nationals Park,77,Partly Cloudy,8,In From RF
414061,2015,2015-05-06,night,NYY,TOR,1,5,Rogers Centre,61,Partly Cloudy,8,R To L
414062,2015,2015-05-06,night,OAK,MIN,0,13,Target Field,72,Overcast,20,Out To RF
414063,2015,2015-05-06,night,PHI,ATL,5,7,Turner Field,80,Clear,3,R To L
414064,2015,2015-05-06,day,SD,SF,9,1,AT&T Park,61,Partly Cloudy,11,R To L
414065,2015,2015-05-06,night,SEA,LAA,3,4,Angel Stadium of Anaheim,63,Partly Cloudy,6,Out To RF
414066,2015,2015-05-06,night,TB,BOS,5,3,Fenway Park,69,Clear,12,Out To LF
414067,2015,2015-05-06,night,TEX,HOU,11,3,Daikin Park,80,Cloudy,5,Out To LF
414068,2015,2015-05-07,night,BAL,NYY,3,4,Yankee Stadium,70,Clear,12,R To L
414069,2015,2015-05-07,day,CHC,STL,1,5,Busch Stadium,84,Partly Cloudy,13,Out To LF
414070,2015,2015-05-07,night,CIN,PIT,2,7,PNC Park,83,Clear,3,R To L
414071,2015,2015-05-07,day,CLE,KC,4,7,Kauffman Stadium,70,Overcast,11,R To L
414072,2015,2015-05-07,day,DET,CWS,4,1,U.S. Cellular Field,83,Partly Cloudy,15,R To L
414073,2015,2015-05-07,night,HOU,LAA,3,2,Angel Stadium of Anaheim,61,Partly Cloudy,7,Out To RF
414074,2015,2015-05-07,day,LAD,MIL,14,4,Miller Park,78,Partly Cloudy,14,R To L
414075,2015,2015-05-07,night,MIA,SF,7,2,AT&T Park,62,Overcast,10,Out To CF
414076,2015,2015-05-07,day,OAK,MIN,5,6,Target Field,71,Cloudy,16,R To L
414077,2015,2015-05-07,night,SD,AZ,0,11,Chase Field,84,Partly Cloudy,12,Varies
414078,2015,2015-05-07,night,TEX,TB,5,4,Tropicana Field,72,Dome,0,None
414079,2015,2015-05-08,night,ATL,WSH,2,9,Nationals Park,77,Clear,2,Out To LF
414080,2015,2015-05-08,night,BAL,NYY,4,5,Yankee Stadium,73,Clear,13,R To L
414081,2015,2015-05-08,night,BOS,TOR,0,7,Rogers Centre,63,Partly Cloudy,11,R To L
414082,2015,2015-05-08,night,CHC,MIL,7,6,Miller Park,78,Roof Closed,0,None
414084,2015,2015-05-08,night,HOU,LAA,0,2,Angel Stadium of Anaheim,61,Cloudy,6,Out To CF
414085,2015,2015-05-08,night,KC,DET,5,6,Comerica Park,84,Partly Cloudy,13,In From CF
414086,2015,2015-05-08,night,LAD,COL,2,1,Coors Field,51,Drizzle,3,In From LF
414087,2015,2015-05-08,night,MIA,SF,0,6,AT&T Park,55,Clear,11,Out To CF
414088,2015,2015-05-08,night,MIN,CLE,9,3,Progressive Field,82,Partly Cloudy,9,In From RF
414089,2015,2015-05-08,night,NYM,PHI,1,3,Citizens Bank Park,80,Partly Cloudy,10,Out To CF
414090,2015,2015-05-08,night,OAK,SEA,3,4,Safeco Field,73,Clear,2,In From LF
414091,2015,2015-05-08,night,SD,AZ,6,5,Chase Field,70,Partly Cloudy,12,Varies
414092,2015,2015-05-08,night,STL,PIT,8,5,PNC Park,87,Partly Cloudy,7,In From CF
414093,2015,2015-05-08,night,TEX,TB,2,8,Tropicana Field,72,Dome,0,None
414083,2015,2015-05-09,day,CIN,CWS,2,8,U.S. Cellular Field,47,Cloudy,12,Out To RF
414094,2015,2015-05-09,day,ATL,WSH,6,8,Nationals Park,82,Partly Cloudy,6,R To L
414095,2015,2015-05-09,day,BAL,NYY,6,2,Yankee Stadium,59,Cloudy,11,In From CF
414096,2015,2015-05-09,day,BOS,TOR,1,7,Rogers Centre,68,Partly Cloudy,7,R To L
414097,2015,2015-05-09,night,CHC,MIL,4,12,Miller Park,69,Roof Closed,0,None
414098,2015,2015-05-09,day,CIN,CWS,10,4,U.S. Cellular Field,59,Cloudy,9,Out To RF
414099,2015,2015-05-09,night,HOU,LAA,6,5,Angel Stadium of Anaheim,64,Partly Cloudy,6,R To L
414100,2015,2015-05-09,day,KC,DET,6,2,Comerica Park,75,Sunny,10,Out To LF
414102,2015,2015-05-09,night,MIA,SF,6,2,AT&T Park,57,Partly Cloudy,15,Out To CF
414103,2015,2015-05-09,day,MIN,CLE,7,4,Progressive Field,88,Partly Cloudy,9,Out To RF
414104,2015,2015-05-09,night,NYM,PHI,3,2,Citizens Bank Park,77,Cloudy,10,L To R
414105,2015,2015-05-09,night,OAK,SEA,2,7,Safeco Field,79,Partly Cloudy,3,L To R
414106,2015,2015-05-09,night,SD,AZ,6,4,Chase Field,75,Partly Cloudy,6,Varies
414107,2015,2015-05-09,night,STL,PIT,5,7,PNC Park,86,Clear,9,Out To CF
414108,2015,2015-05-09,night,TEX,TB,2,7,Tropicana Field,72,Dome,0,None
414109,2015,2015-05-10,day,ATL,WSH,4,5,Nationals Park,80,Cloudy,4,Out To CF
414110,2015,2015-05-10,day,BAL,NYY,2,6,Yankee Stadium,78,Cloudy,10,R To L
414111,2015,2015-05-10,day,BOS,TOR,6,3,Rogers Centre,68,Roof Closed,0,None
414112,2015,2015-05-10,day,CHC,MIL,2,3,Miller Park,67,Roof Closed,0,None
414113,2015,2015-05-10,day,CIN,CWS,3,4,U.S. Cellular Field,54,Overcast,10,L To R
414114,2015,2015-05-10,day,HOU,LAA,1,3,Angel Stadium of Anaheim,73,Sunny,2,Out To CF
414115,2015,2015-05-10,night,KC,DET,2,1,Comerica Park,73,Cloudy,8,Out To LF
414116,2015,2015-05-10,day,LAD,COL,9,5,Coors Field,41,Cloudy,7,Out To LF
414117,2015,2015-05-10,day,MIA,SF,2,3,AT&T Park,56,Overcast,13,R To L
414118,2015,2015-05-10,day,MIN,CLE,2,8,Progressive Field,83,Partly Cloudy,15,Out To RF
414119,2015,2015-05-10,day,NYM,PHI,7,4,Citizens Bank Park,78,Cloudy,8,Out To RF
414120,2015,2015-05-10,day,OAK,SEA,3,4,Safeco Field,65,Partly Cloudy,4,Out To LF
414121,2015,2015-05-10,day,SD,AZ,1,2,Chase Field,80,Sunny,5,In From LF
414122,2015,2015-05-10,day,STL,PIT,3,4,PNC Park,84,Sunny,6,In From RF
414123,2015,2015-05-10,day,TEX,TB,2,1,Tropicana Field,72,Dome,0,None
414124,2015,2015-05-11,night,ATL,CIN,2,1,Great American Ball Park,70,Overcast,3,Varies
414125,2015,2015-05-11,night,BOS,OAK,5,4,O.co Coliseum,56,Cloudy,24,Out To RF
414126,2015,2015-05-11,night,CWS,MIL,7,10,Miller Park,69,Roof Closed,0,None
414127,2015,2015-05-11,night,KC,TEX,2,8,Globe Life Park in Arlington,71,Partly Cloudy,10,L To R
414128,2015,2015-05-11,night,MIA,LAD,3,5,Dodger Stadium,72,Partly Cloudy,6,Out To RF
414129,2015,2015-05-11,night,NYY,TB,11,5,Tropicana Field,72,Dome,0,None
414130,2015,2015-05-11,night,NYM,CHC,3,4,Wrigley Field,65,Partly Cloudy,17,L To R
414131,2015,2015-05-11,night,PIT,PHI,4,3,Citizens Bank Park,77,Partly Cloudy,9,Out To CF
414132,2015,2015-05-11,night,TOR,BAL,2,5,Oriole Park at Camden Yards,78,Cloudy,5,In From LF
414133,2015,2015-05-11,night,WSH,AZ,11,1,Chase Field,94,Clear,5,Out To RF
414134,2015,2015-05-12,night,ATL,CIN,3,4,Great American Ball Park,69,Partly Cloudy,12,Out To LF
414135,2015,2015-05-12,night,BOS,OAK,2,9,O.co Coliseum,54,Cloudy,22,Out To RF
414136,2015,2015-05-12,night,CWS,MIL,4,2,Miller Park,66,Roof Closed,0,None
414137,2015,2015-05-12,night,COL,LAA,2,5,Angel Stadium of Anaheim,64,Clear,7,Out To RF
414138,2015,2015-05-12,night,KC,TEX,7,6,Globe Life Park in Arlington,71,Cloudy,9,In From CF
414139,2015,2015-05-12,night,MIA,LAD,1,11,Dodger Stadium,65,Clear,5,Out To RF
414140,2015,2015-05-12,night,MIN,DET,1,2,Comerica Park,53,Cloudy,18,Out To LF
414141,2015,2015-05-12,night,NYY,TB,2,4,Tropicana Field,72,Dome,0,None
414142,2015,2015-05-12,night,NYM,CHC,1,6,Wrigley Field,54,Cloudy,15,L To R
414143,2015,2015-05-12,night,PIT,PHI,7,2,Citizens Bank Park,84,Cloudy,16,L To R
414144,2015,2015-05-12,night,SD,SEA,4,11,Safeco Field,60,Roof Closed,0,None
414145,2015,2015-05-12,night,SF,HOU,8,1,Daikin Park,73,Roof Closed,0,None
414146,2015,2015-05-12,night,STL,CLE,8,3,Progressive Field,57,Overcast,20,L To R
414147,2015,2015-05-12,night,TOR,BAL,10,2,Oriole Park at Camden Yards,86,Partly Cloudy,4,Out To RF
414148,2015,2015-05-12,night,WSH,AZ,6,14,Chase Field,89,Cloudy,12,Varies
414149,2015,2015-05-13,night,ATL,CIN,1,5,Great American Ball Park,68,Clear,7,Out To RF
414150,2015,2015-05-13,day,BOS,OAK,2,0,O.co Coliseum,58,Cloudy,12,Out To RF
414151,2015,2015-05-13,night,CWS,MIL,4,2,Miller Park,68,Roof Closed,0,None
414152,2015,2015-05-13,night,COL,LAA,1,2,Angel Stadium of Anaheim,65,Partly Cloudy,6,Out To RF
414153,2015,2015-05-13,night,KC,TEX,2,5,Globe Life Park in Arlington,67,Cloudy,9,R To L
414154,2015,2015-05-13,day,MIA,LAD,5,4,Dodger Stadium,66,Partly Cloudy,7,L To R
414155,2015,2015-05-13,night,MIN,DET,6,2,Comerica Park,55,Cloudy,5,L To R
414156,2015,2015-05-13,night,NYY,TB,2,3,Tropicana Field,72,Dome,0,None
414157,2015,2015-05-13,night,NYM,CHC,1,2,Wrigley Field,43,Partly Cloudy,11,In From LF
414158,2015,2015-05-13,night,PIT,PHI,2,3,Citizens Bank Park,67,Cloudy,14,In From CF
414159,2015,2015-05-13,night,SD,SEA,4,2,Safeco Field,56,Roof Closed,1,Calm
414160,2015,2015-05-13,night,SF,HOU,3,4,Daikin Park,73,Roof Closed,0,None
414161,2015,2015-05-13,night,STL,CLE,0,2,Progressive Field,49,Cloudy,8,L To R
414162,2015,2015-05-13,night,TOR,BAL,1,6,Oriole Park at Camden Yards,66,Partly Cloudy,5,In From RF
414163,2015,2015-05-13,day,WSH,AZ,9,6,Chase Field,85,Sunny,5,Out To RF
414164,2015,2015-05-14,night,BOS,SEA,2,1,Safeco Field,63,Clear,1,Out To CF
414165,2015,2015-05-14,night,COL,LAD,5,4,Dodger Stadium,59,Overcast,4,R To L
414166,2015,2015-05-14,day,KC,TEX,6,3,Globe Life Park in Arlington,76,Cloudy,11,R To L
414167,2015,2015-05-14,day,MIN,DET,1,13,Comerica Park,56,Partly Cloudy,7,In From CF
414168,2015,2015-05-14,night,NYY,TB,1,6,Tropicana Field,72,Dome,0,None
414169,2015,2015-05-14,day,NYM,CHC,5,6,Wrigley Field,57,Cloudy,11,In From RF
414170,2015,2015-05-14,day,PIT,PHI,2,4,Citizens Bank Park,67,Partly Cloudy,4,R To L
414171,2015,2015-05-14,night,SF,CIN,3,4,Great American Ball Park,69,Overcast,7,R To L
414172,2015,2015-05-14,day,STL,CLE,2,1,Progressive Field,56,Partly Cloudy,9,In From CF
414173,2015,2015-05-14,night,TOR,HOU,4,6,Daikin Park,73,Roof Closed,0,None
414174,2015,2015-05-14,night,WSH,SD,3,8,Petco Park,60,Drizzle,4,Varies
414175,2015,2015-05-15,night,LAA,BAL,3,1,Oriole Park at Camden Yards,70,Partly Cloudy,2,L To R
414176,2015,2015-05-15,night,AZ,PHI,3,4,Citizens Bank Park,73,Partly Cloudy,12,Out To LF
414177,2015,2015-05-15,night,ATL,MIA,5,3,loanDepot Park,75,Roof Closed,0,None
414178,2015,2015-05-15,night,BOS,SEA,1,2,Safeco Field,64,Partly Cloudy,6,Out To LF
414179,2015,2015-05-15,night,CWS,OAK,7,6,O.co Coliseum,55,Cloudy,17,Out To RF
414180,2015,2015-05-15,night,CLE,TEX,8,3,Globe Life Park in Arlington,77,Partly Cloudy,13,In From CF
414181,2015,2015-05-15,night,COL,LAD,4,6,Dodger Stadium,65,Partly Cloudy,7,R To L
414182,2015,2015-05-15,night,DET,STL,10,4,Busch Stadium,74,Cloudy,8,Out To RF
414183,2015,2015-05-15,night,MIL,NYM,7,0,Citi Field,64,Cloudy,21,Out To LF
414184,2015,2015-05-15,night,NYY,KC,1,12,Kauffman Stadium,77,Partly Cloudy,6,R To L
414185,2015,2015-05-15,day,PIT,CHC,10,11,Wrigley Field,73,Overcast,10,L To R
414186,2015,2015-05-15,night,SF,CIN,10,2,Great American Ball Park,80,Cloudy,11,R To L
414187,2015,2015-05-15,night,TB,MIN,2,3,Target Field,64,Cloudy,1,L To R
414188,2015,2015-05-15,night,TOR,HOU,4,8,Daikin Park,73,Roof Closed,0,None
414189,2015,2015-05-15,night,WSH,SD,10,0,Petco Park,64,Clear,17,L To R
414190,2015,2015-05-16,night,LAA,BAL,6,1,Oriole Park at Camden Yards,69,Overcast,1,Out To LF
414191,2015,2015-05-16,night,AZ,PHI,5,7,Citizens Bank Park,83,Cloudy,9,Out To CF
414192,2015,2015-05-16,day,ATL,MIA,5,3,loanDepot Park,75,Roof Closed,0,None
414193,2015,2015-05-16,night,BOS,SEA,4,2,Safeco Field,62,Overcast,0,Varies
414194,2015,2015-05-16,night,CWS,OAK,4,3,O.co Coliseum,58,Cloudy,16,Out To RF
414195,2015,2015-05-16,night,CLE,TEX,10,8,Globe Life Park in Arlington,84,Cloudy,15,R To L
414196,2015,2015-05-16,night,COL,LAD,7,1,Dodger Stadium,66,Partly Cloudy,6,Out To RF
414197,2015,2015-05-16,day,DET,STL,4,3,Busch Stadium,75,Cloudy,8,Out To LF
414198,2015,2015-05-16,night,MIL,NYM,1,14,Citi Field,71,Cloudy,8,Out To LF
414199,2015,2015-05-16,night,NYY,KC,5,1,Kauffman Stadium,78,Partly Cloudy,10,R To L
414200,2015,2015-05-16,day,PIT,CHC,1,4,Wrigley Field,79,Overcast,9,Out To RF
414201,2015,2015-05-16,night,SF,CIN,11,2,Great American Ball Park,73,Overcast,6,Varies
414202,2015,2015-05-16,day,TB,MIN,4,6,Target Field,69,Overcast,12,R To L
414203,2015,2015-05-16,night,TOR,HOU,5,6,Daikin Park,73,Roof Closed,0,None
414204,2015,2015-05-16,night,WSH,SD,4,1,Petco Park,65,Partly Cloudy,8,L To R
414205,2015,2015-05-17,day,LAA,BAL,0,3,Oriole Park at Camden Yards,81,Cloudy,6,Out To RF
414206,2015,2015-05-17,day,AZ,PHI,0,6,Citizens Bank Park,82,Cloudy,9,Out To RF
414207,2015,2015-05-17,day,ATL,MIA,6,0,loanDepot Park,74,Roof Closed,0,None
414208,2015,2015-05-17,day,BOS,SEA,0,5,Safeco Field,60,Overcast,5,L To R
414209,2015,2015-05-17,day,CWS,OAK,7,3,O.co Coliseum,55,Cloudy,13,Out To RF
414210,2015,2015-05-17,day,CLE,TEX,1,5,Globe Life Park in Arlington,76,Partly Cloudy,10,R To L
414211,2015,2015-05-17,day,COL,LAD,0,1,Dodger Stadium,66,Cloudy,5,L To R
414212,2015,2015-05-17,night,DET,STL,1,2,Busch Stadium,80,Partly Cloudy,12,Out To LF
414213,2015,2015-05-17,day,MIL,NYM,1,5,Citi Field,79,Partly Cloudy,1,Varies
414214,2015,2015-05-17,day,NYY,KC,0,6,Kauffman Stadium,74,Partly Cloudy,19,R To L
414215,2015,2015-05-17,day,PIT,CHC,3,0,Wrigley Field,77,Cloudy,23,Out To LF
414216,2015,2015-05-17,day,SF,CIN,9,8,Great American Ball Park,79,Cloudy,9,R To L
414217,2015,2015-05-17,day,TB,MIN,11,3,Target Field,73,Overcast,17,R To L
414218,2015,2015-05-17,day,TOR,HOU,2,4,Daikin Park,73,Roof Closed,0,None
